despesas;00;0000;0000000.00;
01;01;2021;0004143.00;
01;02;2021;0004312.19;
01;03;2021;0003546.21;
01;04;2021;0004534.51;
01;05;2021;0004762.01;
01;06;2021;0003206.21;
01;07;2021;0004066.91;
01;08;2021;0003542.04;
01;09;2021;0004428.90;
01;10;2021;0005032.95;
01;11;2021;0005060.11;
01;12;2021;0005327.93;
01;01;2022;0005253.81;
01;02;2022;0003947.01;
01;03;2022;0005040.82;
01;04;2022;0004748.48;
01;05;2022;0006110.11;
01;06;2022;0004431.16;
01;07;2022;0003616.21;
01;08;2022;0003262.50;
01;09;2022;0003048.77;
01;10;2022;0003592.65;
01;11;2022;0003367.37;
01;12;2022;0003270.71;
02;01;2021;0000337.08;
02;02;2021;0000517.35;
02;03;2021;0000837.50;
02;04;2021;0000386.51;
02;05;2021;0001076.85;
02;06;2021;0001125.85;
02;07;2021;0001279.95;
02;08;2021;0001045.38;
02;09;2021;0001623.38;
02;10;2021;0001810.78;
02;11;2022;0000764.44;
02;12;2022;0001619.79;
03;01;2021;0000799.00;
03;02;2021;0000799.00;
03;03;2021;0000799.00;
03;04;2021;0000799.00;
03;05;2021;0000799.00;
03;06;2021;0000799.00;
03;07;2021;0000799.00;
03;08;2021;0000799.00;
03;09;2021;0000799.00;
03;10;2021;0000799.00;
03;11;2021;0000804.31;
03;12;2021;0000799.00;
03;01;2022;0000799.00;
03;02;2022;0000799.00;
03;03;2022;0000799.00;
03;04;2022;0000799.00;
03;05;2022;0000799.00;
03;06;2022;0000799.00;
03;07;2022;0000799.00;
03;08;2022;0000799.00;
03;09;2022;0000799.00;
03;10;2022;0000884.49;
03;11;2022;0000884.49;
03;12;2022;0000787.40;
04;01;2021;0006319.46;
04;02;2021;0006319.46;
04;03;2021;0006319.46;
04;04;2021;0006319.46;
04;05;2021;0006319.46;
04;06;2021;0006319.46;
05;01;2021;0221416.07;
05;02;2021;0068314.66;
05;03;2021;0069024.73;
05;04;2021;0572206.39;
05;05;2021;0277318.69;
05;06;2021;0792799.66;
05;07;2021;1165087.13;
05;08;2021;0308561.27;
05;09;2021;0289888.04;
05;10;2021;1337318.10;
05;11;2021;0143020.27;
05;12;2021;0113405.83;
05;01;2022;0330508.81;
05;02;2022;0094054.59;
05;03;2022;0120305.99;
05;04;2022;0901256.03;
05;05;2022;0451495.07;
05;06;2022;0499286.78;
05;07;2022;0754310.55;
05;08;2022;0719384.79;
05;09;2022;0647402.58;
05;10;2022;0970379.23;
05;11;2022;0391274.91;
05;12;2022;0222717.63;
07;05;2021;0001549.57;
07;06;2021;0001549.57;
07;07;2021;0001549.57;
07;08;2021;0002559.72;
07;09;2021;0001549.57;
07;10;2021;0001549.57;
07;05;2022;0002265.38;
07;07;2022;0002265.38;
07;08;2022;0002265.38;
07;09;2022;0002265.38;
07;10;2022;0002265.38;
07;11;2022;0002265.38;
07;12;2022;0002265.38;
08;09;2022;0001198.57;
08;11;2022;0000190.00;
08;12;2022;0000300.00;
09;06;2021;1250000.00;
09;07;2021;1000000.00;
09;08;2021;2645000.00;
09;06;2022;3368171.00;
09;07;2022;1500000.00;
09;09;2022;2500000.00;
09;10;2022;1500000.00;
10;01;2021;0182875.16;
10;02;2021;0182156.52;
10;03;2021;0166036.16;
10;04;2021;0183216.75;
10;05;2021;0176414.99;
10;06;2021;0162540.26;
10;07;2021;0161185.23;
10;08;2021;0122933.23;
10;09;2021;2930522.23;
10;10;2021;0127080.83;
10;11;2021;0167315.68;
10;12;2021;0180938.34;
10;01;2022;0128284.80;
10;02;2022;3450854.17;
10;03;2022;0177182.07;
10;04;2022;0095185.73;
10;05;2022;0091139.27;
10;06;2022;0090581.28;
10;07;2022;0097352.49;
10;08;2022;0089007.96;
10;09;2022;0186974.69;
10;10;2022;0089895.95;
10;11;2022;0148739.24;
10;12;2022;0167978.59;
13;01;2021;0011568.99;
13;02;2021;0097133.83;
13;03;2021;0058212.54;
13;04;2021;0233965.22;
13;05;2021;0151692.32;
13;06;2021;0279482.92;
13;07;2021;0290327.52;
13;08;2021;0205665.58;
13;09;2021;0279040.79;
13;10;2021;0374362.97;
13;11;2021;0127742.20;
13;12;2021;0032226.76;
13;01;2022;0035313.87;
13;02;2022;0166463.50;
13;03;2022;0705651.71;
13;04;2022;0145459.97;
13;05;2022;0185311.09;
13;06;2022;0204482.33;
13;07;2022;0213638.76;
13;08;2022;0238828.15;
13;09;2022;0260295.55;
13;10;2022;0207788.69;
13;11;2022;0154549.66;
13;12;2022;0079153.49;
14;01;2021;0007097.50;
14;02;2021;0003097.55;
14;03;2021;0006205.19;
14;04;2021;0014838.68;
14;05;2021;0022346.75;
14;06;2021;0036540.08;
14;07;2021;0033364.20;
14;08;2021;0265008.45;
14;09;2021;0045625.46;
14;10;2021;0036826.55;
14;11;2021;0061549.20;
14;12;2021;0023181.24;
14;01;2022;0010161.27;
14;02;2022;0066039.66;
14;03;2022;0012095.92;
14;04;2022;0026090.95;
14;05;2022;0059123.79;
14;06;2022;0046433.21;
14;07;2022;0054714.52;
14;08;2022;0050404.36;
14;09;2022;0037066.15;
14;10;2022;0047683.62;
14;11;2022;0035802.12;
14;12;2022;0017535.67;
15;02;2021;0000023.43;
15;04;2021;0000118.50;
15;06;2021;0000023.70;
15;08;2021;0000015.80;
15;09;2021;0000023.70;
15;11;2021;0000234.20;
15;12;2021;0000148.27;
15;01;2022;0000127.88;
15;02;2022;0000018.46;
15;03;2022;0000018.46;
15;04;2022;0000200.76;
15;05;2022;0000009.56;
15;06;2022;0000028.35;
15;07;2022;0000019.12;
15;08;2022;0000028.68;
15;09;2022;0000009.56;
15;10;2022;0000009.56;
15;11;2022;0000009.56;
17;01;2021;0000371.19;
17;02;2021;0000371.16;
17;01;2022;0000658.86;
18;01;2021;0000513.42;
18;02;2021;0000711.00;
18;03;2021;0000317.52;
18;04;2021;0000104.95;
18;06;2021;0000580.14;
18;07;2021;0000115.64;
18;08;2021;0000110.58;
18;09;2021;0000162.97;
18;10;2021;0001317.37;
18;11;2021;0004300.00;
18;12;2021;0014126.38;
18;03;2022;0000080.00;
18;04;2022;0000286.90;
18;05;2022;0002713.96;
