AL001;001;
AL001;001;
AL001;001;
AL001;001;
AL001;001;
AL001;001;
AL001;001;
AL001;001;
AL001;001;
AM001;001;
AM001;001;
AM001;001;
AM001;001;
AM001;001;
AM001;001;
AM001;001;
AM001;001;
AM001;001;
AM002;094;
AM002;094;
AM002;094;
AM002;094;
AM002;094;
AM002;094;
BA001;001;
BA001;001;
BA001;001;
BA001;001;
BA001;001;
BA001;001;
BA001;001;
BA001;001;
BA001;001;
BA002;097;
BA002;097;
BA002;097;
BA002;097;
BA002;097;
BA002;097;
BA002;097;
BA002;097;
BA002;097;
BA002;097;
ES001;001;
ES001;001;
ES001;001;
ES001;001;
ES001;001;
ES001;001;
ES001;001;
ES001;001;
ES001;001;
ES002;097;
ES002;097;
ES002;097;
ES002;097;
ES002;097;
ES002;097;
ES002;097;
ES002;097;
ES002;097;
ES002;097;
ES003;001;
ES003;001;
ES003;001;
ES003;001;
ES003;001;
ES003;001;
ES003;001;
ES003;001;
ES003;001;
ES003;001;
EX001;001;
EX001;001;
EX001;001;
EX001;001;
GO001;001;
GO001;001;
GO001;001;
GO001;001;
GO001;001;
GO001;001;
GO001;001;
GO001;001;
GO001;001;
GO002;094;
GO002;094;
GO002;094;
GO002;094;
GO002;094;
GO002;094;
GO002;094;
GO002;094;
GO002;094;
GO002;094;
GO003;097;
GO003;097;
GO003;097;
GO003;097;
GO003;097;
GO003;097;
GO003;097;
GO003;097;
GO004;093;
GO004;093;
GO004;093;
GO004;093;
GO004;093;
GO004;093;
GO004;093;
GO004;093;
GO004;093;
GO004;093;
MG001;001;
MG001;001;
MG001;001;
MG001;001;
MG001;001;
MG001;001;
MG001;001;
MG001;001;
MG001;001;
MG001;001;
MG002;097;
MG002;097;
MG002;097;
MG002;097;
MG002;097;
MG002;097;
MG002;097;
MG002;097;
MG002;097;
MG002;097;
MG003;098;
MG003;098;
MG003;098;
MG003;098;
MG003;098;
MG003;098;
MG003;098;
MG003;098;
MG003;098;
MG003;098;
MG004;089;
MG004;089;
MG004;089;
MG004;089;
MG004;089;
MG004;089;
MG004;089;
MG004;089;
MG004;089;
MG004;089;
MG005;001;
MG005;001;
MG005;001;
MG005;001;
MG005;001;
MG005;001;
MG005;001;
MG005;001;
MG005;001;
MG005;001;
MG006;079;
MG006;079;
MG006;079;
MG006;079;
MG006;079;
MG006;079;
MG006;079;
MG006;079;
MG006;079;
MG006;079;
MG007;023;
MG007;023;
MG007;023;
MG008;037;
MG008;037;
MG008;037;
MG009;037;
MG009;037;
MG009;037;
MG010;037;
MG010;037;
MG010;037;
MG012;055;
MG012;055;
MG012;055;
MG014;037;
MG014;037;
